"SI","Bohinj Commune","Acquariva"
"SI","Bohinj Commune","Acquaro"
"SI","Bohinj Commune","Acquaviva Dei Vena"
"SI","Bohinj Commune","Adelsberg"
"SI","Bohinj Commune","Adergas"
"SI","Bohinj Commune","Adlesici"
"SI","Brezovica Commune","Adorjanfalva"
"SI","Brezovica Commune","Adrijanci"
"SI","Bohinj Commune","Aiba"
"SI","Bohinj Commune","Aidussina"
"SI","Bohinj Commune","Ajba"
"SI","Bohinj Commune","Ajbelj"
"SI","Bohinj Commune","Ajdovec"
"SI","Bohinj Commune","Ajdovscina"
"SI","Bohinj Commune","Ajsevica"
"SI","Bohinj Commune","Albaro Vescova"
"SI","Bohinj Commune","Alber Di Sesana"
"SI","Brezovica Commune","Alsobeszterce"
"SI","Brezovica Commune","Alsobesztercze"
"SI","Brezovica Commune","Also-Bisztricze"
"SI","Brezovica Commune","Alsocsalogany"
"SI","Brezovica Commune","Alsojanosfa"
"SI","Brezovica Commune","Alsolakos"
"SI","Brezovica Commune","Alsolendva"
"SI","Brezovica Commune","Alsolendvalakos"
"SI","Brezovica Commune","Alsoszentbenedek"
"SI","Brezovica Commune","Altendorf"
"SI","Bohinj Commune","Altenmarkt"
"SI","Bohinj Commune","Ambrus"
"SI","Bohinj Commune","Ancarano"
"SI","Bohinj Commune","Ancorano"
"SI","Bohinj Commune","Ancovo"
"SI","Brezovica Commune","Andorhaza"
"SI","Brezovica Commune","Andorhegy"
"SI","Brezovica Commune","Andraz Nad Polzelo"
"SI","Brezovica Commune","Andrejci"
"SI","Bohinj Commune","Andrej Nad Zmincem"
"SI","Brezovica Commune","Andrenci"
"SI","Bohinj Commune","Anhovo"
"SI","Bohinj Commune","Anicovo"
"SI","Bohinj Commune","Ankaran"
"SI","Bohinj Commune","Ankarano"
"SI","Bohinj Commune","Antignano"
"SI","Bohinj Commune","Antignano D' Istria"
"SI","Bohinj Commune","Antinjan"
"SI","Brezovica Commune","Anze"
"SI","Brezovica Commune","Apace"
"SI","Brezovica Commune","Arclin"
"SI","Brezovica Commune","Armesko"
"SI","Brezovica Commune","Arnace"
"SI","Bohinj Commune","Arsevica"
"SI","Brezovica Commune","Artice"
"SI","Brezovica Commune","Arto"
"SI","Bohinj Commune","Artuise"
"SI","Bohinj Commune","Artvize"
"SI","Bohinj Commune","Arzise"
"SI","Bohinj Commune","Assling"
"SI","Bohinj Commune","Auersperg"
"SI","Bohinj Commune","Auremo Di Sopra"
"SI","Bohinj Commune","Auremo Di Sotto"
"SI","Bohinj Commune","Auzza"
"SI","Bohinj Commune","Avber"
"SI","Bohinj Commune","Avce"
"SI","Brezovica Commune","Azenski Vrh"
"SI","Bohinj Commune","Babenfeld"
"SI","Bohinj Commune","Babici"
"SI","Bohinj Commune","Babina Gorica"
"SI","Bohinj Commune","Babina Polica"
"SI","Bohinj Commune","Babino Polje"
"SI","Brezovica Commune","Babna Gora"
"SI","Bohinj Commune","Babna Gorica"
"SI","Bohinj Commune","Babna Polica"
"SI","Bohinj Commune","Babno Polje"
"SI","Bohinj Commune","Baca"
"SI","Bohinj Commune","Baca Pri Modreji"
"SI","Bohinj Commune","Baca Pri Modreju"
"SI","Bohinj Commune","Baca Pri Podbrdu"
"SI","Bohinj Commune","Bac"
"SI","Bohinj Commune","Baccia"
"SI","Bohinj Commune","Baccia Di Modrea"
"SI","Brezovica Commune","Backova"
"SI","Bohinj Commune","Bac Pri Materiji"
"SI","Brezovica Commune","Bagolina"
"SI","Brezovica Commune","Bagonya"
"SI","Brezovica Commune","Bajgot"
"SI","Brezovica Commune","Bakonak"
"SI","Brezovica Commune","Bakovci"
"SI","Bohinj Commune","Bane"
"SI","Bohinj Commune","Banja Loka"
"SI","Bohinj Commune","Banjscice-Sveti-Duha"
"SI","Bohinj Commune","Banjsica"
"SI","Bohinj Commune","Banjsice"
"SI","Brezovica Commune","Banovci"
"SI","Brezovica Commune","Bantornya"
"SI","Brezovica Commune","Banuta"
"SI","Bohinj Commune","Barca"
"SI","Bohinj Commune","Barka"
"SI","Brezovica Commune","Barkoc"
"SI","Brezovica Commune","Barkocz"
"SI","Bohinj Commune","Baselj"
"SI","Bohinj Commune","Bate"
"SI","Bohinj Commune","Battaglia"
"SI","Bohinj Commune","Battaglia Della Bainsizza"
"SI","Brezovica Commune","Battyand"
"SI","Brezovica Commune","Battyanfalva"
"SI","Bohinj Commune","Batuje"
"SI","Bohinj Commune","Bausizza"
"SI","Bohinj Commune","Bavsica"
"SI","Bohinj Commune","Beca"
"SI","Bohinj Commune","Bedenj"
"SI","Bohinj Commune","Begunje"
"SI","Bohinj Commune","Begunje Na Gorenjskem"
"SI","Bohinj Commune","Begunje Pri Cerknici"
"SI","Bohinj Commune","Beka"
"SI","Bohinj Commune","Bela"
"SI","Brezovica Commune","Bela Cerkev"
"SI","Brezovica Commune","Belatinc"
"SI","Brezovica Commune","Belatincz"
"SI","Bohinj Commune","Bela Voda"
"SI","Bohinj Commune","Belca"
"SI","Brezovica Commune","Bele Vode"
"SI","Bohinj Commune","Belica"
"SI","Bohinj Commune","Bella D' Idria"
"SI","Bohinj Commune","Bella Di Vipacco"
"SI","Brezovica Commune","Belo"
"SI","Bohinj Commune","Belsko"
"SI","Brezovica Commune","Beltinci"
"SI","Bohinj Commune","Belveder"
"SI","Bohinj Commune","Belvedur"
"SI","Brezovica Commune","Benedek"
"SI","Brezovica Commune","Benedicki Vrh"
"SI","Brezovica Commune","Benedikt"
"SI","Brezovica Commune","Benedikt V Slovenskih Goricah"
"SI","Bohinj Commune","Benko"
"SI","Bohinj Commune","Berdo"
"SI","Bohinj Commune","Berdo Di Elsane"
"SI","Bohinj Commune","Berglez"
"SI","Bohinj Commune","Bergogna"
"SI","Bohinj Commune","Bericevo"
"SI","Bohinj Commune","Berie"
"SI","Brezovica Commune","Berkehaza"
"SI","Brezovica Commune","Berkhaus"
"SI","Brezovica Commune","Berkovci"
"SI","Brezovica Commune","Berkovci Pri Proseljakovcih"
"SI","Brezovica Commune","Berkovci Pri Prosenjakovcih"
"SI","Brezovica Commune","Bernhard"
"SI","Bohinj Commune","Bertocchi"
"SI","Bohinj Commune","Bertoki"
"SI","Bohinj Commune","Berze Di Torrenova"
"SI","Bohinj Commune","Besnica"
"SI","Bohinj Commune","Bevke"
"SI","Brezovica Commune","Bezina"
"SI","Brezovica Commune","Beznovci"
"SI","Bohinj Commune","Bezuljak"
"SI","Brezovica Commune","Bic"
"SI","Bohinj Commune","Bicje"
"SI","Bohinj Commune","Biglia"
"SI","Bohinj Commune","(( Bile ))"
"SI","Bohinj Commune","Bilje"
"SI","Bohinj Commune","Bilje Konjarna"
"SI","Bohinj Commune","Billichgratz"
"SI","Bohinj Commune","Bircna Vas"
"SI","Brezovica Commune","Biroszek"
"SI","Brezovica Commune","Bis"
"SI","Bohinj Commune","Bischoflack"
"SI","Brezovica Commune","Bisecki Vrh"
"SI","Bohinj Commune","Bisterza"
"SI","Brezovica Commune","Bistra"
"SI","Bohinj Commune","Bistrica"
"SI","Brezovica Commune","Bistrica"
"SI","Brezovica Commune","Bistrica Ob Sotli"
"SI","Brezovica Commune","Bistrica Pri Limbusa"
"SI","Brezovica Commune","Bistrica Pri Limbusu"
"SI","Bohinj Commune","Bistrica Pri Mokronogu"
"SI","Brezovica Commune","Bistrica Pri Rusah"
"SI","Bohinj Commune","Bistrica Pri Trzicu"
"SI","Bohinj Commune","Bistricica"
"SI","Bohinj Commune","Bistriski Dom"
"SI","Brezovica Commune","Bizeljska Vas"
"SI","Brezovica Commune","Bizeljsko"
"SI","Bohinj Commune","Bizovik"
"SI","Bohinj Commune","Blagovica"
"SI","Brezovica Commune","Blanca"
"SI","Brezovica Commune","Blanke"
"SI","Bohinj Commune","Blata"
"SI","Bohinj Commune","Blate"
"SI","Bohinj Commune","Blatna Brezovica"
"SI","Bohinj Commune","Blatnik"
"SI","Brezovica Commune","Blatnik"
"SI","Bohinj Commune","Blatnik Pri Crmosnjicah"
"SI","Brezovica Commune","Blatno"
"SI","Bohinj Commune","Blato"
"SI","Brezovica Commune","Blato"
"SI","Bohinj Commune","Blaz"
"SI","Bohinj Commune","Blazevci"
"SI","Brezovica Commune","Blazic"
"SI","Bohinj Commune","Blecji Vrh"
"SI","Bohinj Commune","Blec Vrh"
"SI","Bohinj Commune","Bled"
"SI","Bohinj Commune","Bled-Mlino"
"SI","Bohinj Commune","Bled-Recica"
"SI","Bohinj Commune","Blejska Dobrava"
"SI","Bohinj Commune","Blocice"
"SI","Bohinj Commune","Bloke"
"SI","Bohinj Commune","Bloschkapoliza"
"SI","Bohinj Commune","Bloska"
"SI","Bohinj Commune","Bloska Polica"
"SI","Brezovica Commune","Bobovo Pri Ponikvi"
"SI","Bohinj Commune","Bocaji"
"SI","Bohinj Commune","Boccavizza"
"SI","Bohinj Commune","Bocna"
"SI","Brezovica Commune","Bodislavci"
"SI","Brezovica Commune","Bodohegy"
"SI","Brezovica Commune","Bodonci"
"SI","Bohinj Commune","Bodovlje"
"SI","Bohinj Commune","Boginja Vas"
"SI","Brezovica Commune","Bogojina"
"SI","Brezovica Commune","Bogolina"
"SI","Brezovica Commune","Boharina"
"SI","Bohinj Commune","Bohinjska Bela"
"SI","Bohinj Commune","Bohinjska Bistrica"
"SI","Brezovica Commune","Bohova"
"SI","Bohinj Commune","Bojanci"
"SI","Bohinj Commune","Bojanja Vas"
"SI","Brezovica Commune","Bojtina"
"SI","Brezovica Commune","Bokraci"
"SI","Brezovica Commune","Bokracs"
"SI","Bohinj Commune","Bolcina"
"SI","Bohinj Commune","Boldraz"
"SI","Bohinj Commune","Boldrez"
"SI","Brezovica Commune","Bolehnecici"
"SI","Brezovica Commune","Boletina"
"SI","Bohinj Commune","Bonini"
"SI","Brezovica Commune","Boraceva"
"SI","Brezovica Commune","Boracova"
"SI","Bohinj Commune","Boreana"
"SI","Brezovica Commune","Boreca"
"SI","Brezovica Commune","Boreci"
"SI","Brezovica Commune","Borejci"
"SI","Brezovica Commune","Borhaza"
"SI","Brezovica Commune","Borhida"
"SI","Bohinj Commune","Boriano"
"SI","Bohinj Commune","Borjana"
"SI","Bohinj Commune","Borje"
"SI","Brezovica Commune","Borostyan"
"SI","Brezovica Commune","Borovci"
"SI","Bohinj Commune","Borovec"
"SI","Bohinj Commune","Borovec Pri Kocevski Reki"
"SI","Bohinj Commune","Borovnica"
"SI","Bohinj Commune","Borst"
"SI","Brezovica Commune","Borst"
"SI","Bohinj Commune","Bosco"
"SI","Bohinj Commune","Boscomalo"
"SI","Bohinj Commune","Bosljiva Loka"
"SI","Brezovica Commune","Bostanj"
"SI","Bohinj Commune","Boste"
"SI","Bohinj Commune","Bovec"
"SI","Bohinj Commune","Bozakovo"
"SI","Brezovica Commune","Bozje"
"SI","Bohinj Commune","Branica"
"SI","Bohinj Commune","Branik"
"SI","Brezovica Commune","Branoslavci"
"SI","Brezovica Commune","Braslovce"
"SI","Brezovica Commune","Bratanci"
"SI","Brezovica Commune","Bratislavci"
"SI","Brezovica Commune","Bratonci"
"SI","Brezovica Commune","Bratoncz"
"SI","Brezovica Commune","Bratonecice"
"SI","Bohinj Commune","Brce"
"SI","Bohinj Commune","Brdar"
"SI","Bohinj Commune","Brdarci"
"SI","Bohinj Commune","Brdce"
"SI","Brezovica Commune","Brdce"
"SI","Brezovica Commune","Brdinje"
"SI","Bohinj Commune","Brdo"
"SI","Bohinj Commune","Brebovnica"
"SI","Bohinj Commune","Brebrovnica"
"SI","Brezovica Commune","Breganci"
"SI","Brezovica Commune","Bregansko"
"SI","Brezovica Commune","Bregansko Selo"
"SI","Bohinj Commune","Breg"
"SI","Brezovica Commune","Breg"
"SI","Brezovica Commune","Brege"
"SI","Bohinj Commune","Breginj"
"SI","Bohinj Commune","Breg Ob Kokri"
"SI","Bohinj Commune","Breg Ob Savi"
"SI","Bohinj Commune","Breg Pri Borovnici"
"SI","Bohinj Commune","Breg Pri Kocevju"
"SI","Bohinj Commune","Breg Pri Litiji"
"SI","Bohinj Commune","Breg Pri Velikem Gabru"
"SI","Brezovica Commune","Brejze"
"SI","Brezovica Commune","Brengova"
"SI","Brezovica Commune","Bresar"
"SI","Bohinj Commune","Bresenza Di Taiano"
"SI","Bohinj Commune","Bresovizza Marenzi"
"SI","Bohinj Commune","Bresovoberdo"
"SI","Brezovica Commune","Brestanica"
"SI","Bohinj Commune","Brest"
"SI","Brezovica Commune","Bresternica"
"SI","Bohinj Commune","Brestovica"
"SI","Bohinj Commune","Brestovica Pri Komnu"
"SI","Bohinj Commune","Brestovica Pri Povirju"
"SI","Bohinj Commune","Brestovizza Di Poverio"
"SI","Bohinj Commune","Brestovizza In Valle"
"SI","Bohinj Commune","Brestovizza In Valle Inferiore"
"SI","Brezovica Commune","Brestrnica"
"SI","Bohinj Commune","Bretto Di Sopra"
"SI","Bohinj Commune","Bretto Di Sotto"
"SI","Bohinj Commune","Breza"
"SI","Brezovica Commune","Breze"
"SI","Brezovica Commune","Brezen"
"SI","Brezovica Commune","Breze Pri Celje"
"SI","Brezovica Commune","Brezice"
"SI","Brezovica Commune","Brezina"
"SI","Bohinj Commune","Brezje"
"SI","Brezovica Commune","Brezje"
"SI","Bohinj Commune","Brezje Pri Dobrovi"
